coverage_id,name_suffix,is_test_named,status,grid_axes,grid_extents,band_count,bytes_per_cell,tiling_source,tiling_scheme,declared_tiling,tile_configuration,tile_extents,cells_per_tile,declared_tile_size_bytes,computed_bytes_per_tile,actual_avg_bytes_per_tile,tile_no,total_size_bytes,real_data_bytes,storage_overhead_factor,per_axis_divisibility,blocks_per_axis,axes_with_padding,point_query_tiles,point_query_bytes_read,point_query_amplification,map_query_tiles,map_query_bytes_read,map_query_amplification,suspected_axis_mismatch,mismatch_confidence,mismatch_evidence,suggested_reorder,declared_vs_actual,tiles_sampled,distinct_tile_shapes,partition_homogeneous,modal_tile_shape,observed_block_starts,axes_split_into_blocks,collection_used,collection_resolution,other_collections_found,wcps_domain,wcps_cell_type,wcps_null_values,wcps_vs_describe,dbinfo_array_matches,sdom,base_type,recipe_path,raw_file,note
era5_4km_daily_rh2_max,none,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*]","23376,442,460",4752808320,4194304,19011233280,4063966.0709705004,4678,19011233280,19011233280,1.0,"ok,PAD,PAD","1,2,1",2,1,19011233280,203320.0,2,38022466560,46752.0,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_rh2_max_2025_08_12_08_45_23_3669,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/rh2_max_ingest.json,,sdom disagrees with DescribeCoverage extent; collection name differs from coverage id
era5_4km_daily_rh2_max_wcs,wcs,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:7, 0:7] TILE SIZE 8388608","[0:*,0:7,0:7]","23376,8,8",1496064,8388608,5984256,3289370.3428421877,7642,25137368160,19011233280,1.3222,"ok,PAD,PAD","1,58,56",2,1,5984256,64.0,3248,19436863488,23899.4,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_rh2_max_wcs,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/rh2_max_ingest_wcs_only.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_rh2_mean,none,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*]","23376,442,460",4752808320,4194304,19011233280,4063966.0709705004,4678,19011233280,19011233280,1.0,"ok,PAD,PAD","1,2,1",2,1,19011233280,203320.0,2,38022466560,46752.0,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_rh2_mean,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/rh2_mean_ingest.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_rh2_mean_wcs,wcs,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:7, 0:7] TILE SIZE 8388608","[0:*,0:7,0:7]","23376,8,8",1496064,8388608,5984256,3289370.3428421877,7642,25137368160,19011233280,1.3222,"ok,PAD,PAD","1,58,56",2,1,5984256,64.0,3248,19436863488,23899.4,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_rh2_mean_wcs,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/rh2_mean_ingest_wcs_only.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_rh2_min,none,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*]","23376,442,460",4752808320,4194304,19011233280,4063966.0709705004,4678,19011233280,19011233280,1.0,"ok,PAD,PAD","1,2,1",2,1,19011233280,203320.0,2,38022466560,46752.0,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_rh2_min,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/rh2_min_ingest.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_rh2_min_wcs,wcs,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:7, 0:7] TILE SIZE 8388608","[0:*,0:7,0:7]","23376,8,8",1496064,8388608,5984256,3289370.3428421877,7642,25137368160,19011233280,1.3222,"ok,PAD,PAD","1,58,56",2,1,5984256,64.0,3248,19436863488,23899.4,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_rh2_min_wcs,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/rh2_min_ingest_wcs_only.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_seaice_max,none,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*]","23376,442,460",4752808320,4194304,19011233280,4063966.0709705004,4678,19011233280,19011233280,1.0,"ok,PAD,PAD","1,2,1",2,1,19011233280,203320.0,2,38022466560,46752.0,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_seaice_max,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/seaice_max_ingest.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_seaice_max_wcs,wcs,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:7, 0:7] TILE SIZE 8388608","[0:*,0:7,0:7]","23376,8,8",1496064,8388608,5984256,3289370.3428421877,7642,25137368160,19011233280,1.3222,"ok,PAD,PAD","1,58,56",2,1,5984256,64.0,3248,19436863488,23899.4,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_seaice_max_wcs,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/seaice_max_ingest_wcs_only.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_t2_max,none,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*]","23376,442,460",4752808320,4194304,19011233280,4063966.0709705004,4678,19011233280,19011233280,1.0,"ok,PAD,PAD","1,2,1",2,1,19011233280,203320.0,2,38022466560,46752.0,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_t2_max,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/t2_max_ingest.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_t2_max_wcs,wcs,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:7, 0:7] TILE SIZE 8388608","[0:*,0:7,0:7]","23376,8,8",1496064,8388608,5984256,3289370.3428421877,7642,25137368160,19011233280,1.3222,"ok,PAD,PAD","1,58,56",2,1,5984256,64.0,3248,19436863488,23899.4,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_t2_max_wcs,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/t2_max_ingest_wcs_only.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_t2_mean,none,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*]","23376,442,460",4752808320,4194304,19011233280,4063966.0709705004,4678,19011233280,19011233280,1.0,"ok,PAD,PAD","1,2,1",2,1,19011233280,203320.0,2,38022466560,46752.0,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_t2_mean,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/t2_mean_ingest.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_t2_mean_wcs,wcs,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:7, 0:7] TILE SIZE 8388608","[0:*,0:7,0:7]","23376,8,8",1496064,8388608,5984256,3289370.3428421877,7642,25137368160,19011233280,1.3222,"ok,PAD,PAD","1,58,56",2,1,5984256,64.0,3248,19436863488,23899.4,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_t2_mean_wcs,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/t2_mean_ingest_wcs_only.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_t2_min,none,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*]","23376,442,460",4752808320,4194304,19011233280,4063966.0709705004,4678,19011233280,19011233280,1.0,"ok,PAD,PAD","1,2,1",2,1,19011233280,203320.0,2,38022466560,46752.0,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_t2_min,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/t2_min_ingest.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_t2_min_wcs,wcs,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:7, 0:7] TILE SIZE 8388608","[0:*,0:7,0:7]","23376,8,8",1496064,8388608,5984256,3289370.3428421877,7642,25137368160,19011233280,1.3222,"ok,PAD,PAD","1,58,56",2,1,5984256,64.0,3248,19436863488,23899.4,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_t2_min_wcs,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/t2_min_ingest_wcs_only.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_wdir10_mean,none,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*]","23376,442,460",4752808320,4194304,19011233280,4063966.0709705004,4678,19011233280,19011233280,1.0,"ok,PAD,PAD","1,2,1",2,1,19011233280,203320.0,2,38022466560,46752.0,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_wdir10_mean,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/wdir10_mean_ingest.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_wdir10_mean_wcs,wcs,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:7, 0:7] TILE SIZE 8388608","[0:*,0:7,0:7]","23376,8,8",1496064,8388608,5984256,3289370.3428421877,7642,25137368160,19011233280,1.3222,"ok,PAD,PAD","1,58,56",2,1,5984256,64.0,3248,19436863488,23899.4,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_wdir10_mean_wcs,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/wdir10_mean_ingest_wcs_only.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_wspd10_max,none,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*]","23376,442,460",4752808320,4194304,19011233280,4063966.0709705004,4678,19011233280,19011233280,1.0,"ok,PAD,PAD","1,2,1",2,1,19011233280,203320.0,2,38022466560,46752.0,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_wspd10_max,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/wspd10_max_ingest.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_wspd10_max_wcs,wcs,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:7, 0:7] TILE SIZE 8388608","[0:*,0:7,0:7]","23376,8,8",1496064,8388608,5984256,3289370.3428421877,7642,25137368160,19011233280,1.3222,"ok,PAD,PAD","1,58,56",2,1,5984256,64.0,3248,19436863488,23899.4,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_wspd10_max_wcs,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/wspd10_max_ingest_wcs_only.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_wspd10_mean,none,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*]","23376,442,460",4752808320,4194304,19011233280,4063966.0709705004,4678,19011233280,19011233280,1.0,"ok,PAD,PAD","1,2,1",2,1,19011233280,203320.0,2,38022466560,46752.0,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_wspd10_mean,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/wspd10_mean_ingest.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_wspd10_mean_wcs,wcs,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:7, 0:7] TILE SIZE 8388608","[0:*,0:7,0:7]","23376,8,8",1496064,8388608,5984256,3289370.3428421877,7642,25137368160,19011233280,1.3222,"ok,PAD,PAD","1,58,56",2,1,5984256,64.0,3248,19436863488,23899.4,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_wspd10_mean_wcs,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/wspd10_mean_ingest_wcs_only.json,,sdom disagrees with DescribeCoverage extent
era5_4km_elevation,none,no,ok,X Y,"460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:127, 0:127] tile size 65536","[0:127,0:127]","128,128",16384,65536,65536,38727.619047619046,21,813280,813280,1.0,"PAD,PAD","4,4",2,1,65536,16384.0,16,1048576,1.3,no,,,,match,,,,,,,era5_4km_elevation,petascopedb pointer,,"[0:459,0:441]",float,nan:nan,match,yes,"[0:459,0:441]","marray <float,[D0(*:*),D1(*:*)]>",ardac/elevation_grids/elevation_4km_wrf_downscaled_era5.json,,sdom disagrees with DescribeCoverage extent
heating_degree_days_Fdays,none,no,ok,model scenario year X Y,"10,3,150,224,317",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*,0:*,0:*]","10,3,150,317,224",319536000,4194304,1278144000,3838270.2702702703,333,1278144000,1278144000,1.0,"ok,ok,ok,PAD,PAD","1,1,1,1,2",2,1,1278144000,71008.0,2,2556288000,9000.0,no,,,,n/a (wildcards derived),,,,,,,heating_degree_days_Fdays,petascopedb pointer,,"[0:9,0:2,0:149,0:223,0:316]",long,-9999.000000,match,yes,"[0:9,0:2,0:149,0:223,0:316]","marray <long,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",arctic_eds/degree_days/heating_degree_days_Fdays/ingest.json,,sdom disagrees with DescribeCoverage extent
hsia_arctic_production,none,no,ok,ansi X Y,"2112,570,573",1,1,dbinfo (measured),aligned,,"[0:0,0:13099,0:299]","1,13100,300",3930000,3930000,3930000,163189.0986515259,4227,689800320,689800320,1.0,"ok,PAD,PAD","2112,1,2",2,2112,8300160000,3930000.0,2,7860000,24.1,n/a (default tiling),,,,,,,,,,,hsia_arctic_production,petascopedb pointer,,"[0:2111,0:569,0:572]",char,120.000000,match,yes,"[0:2111,0:569,0:572]","marray <char,[D0(*:*),D1(*:*),D2(*:*)]>",hsiaa/hsia_ingest_arctic.json,,
hydro_dh3_test,none,yes,ok,lc era model scenario geom_id,"2,13,5,4,109951",1,8,dbinfo (measured),aligned,,"[0:*,0:*,0:*,0:*,0:*]","2,4,13,5,109951",57174520,4194304,457396160,3465122.4242424243,132,457396160,457396160,1.0,"ok,PAD,PAD,PAD,ok","1,4,1,1,1",3,,,,,,,no,,,,,,,,,,,hydro_dh3_test,petascopedb pointer,,"[0:1,0:12,0:4,0:3,0:109950]",double,-9999.000000,match,yes,"[0:1,0:12,0:4,0:3,0:109950]","marray <double,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",,,sdom disagrees with DescribeCoverage extent
hydrology,none,no,ok,model scenario month era X Y,"10,2,12,15,224,317",12,48,dbinfo (measured),aligned,"ALIGNED [0:0, 0:0, 0:0, 0:14, 0:223, 0:316] tile size 4260480","[0:0,0:0,0:0,0:14,0:223,0:316]","1,1,1,15,224,317",1065120,4260480,51125760,6361489.0672182,1934,12303119856,12270182400,1.0027,"ok,ok,ok,ok,ok,ok","10,2,12,1,1,1",0,240,12270182400,71008.0,1,51125760,15.0,no,,,,match,,,,,,,hydrology,petascopedb pointer,,"[0:9,0:1,0:11,0:14,0:223,0:316]","evap float, glacier_melt float, iwe float, pcp float, runoff float, sm1 float, sm2 float, sm3 float, snow_melt float, swe float, tmax float, tmin float",,match,yes,"[0:9,0:1,0:11,0:14,0:223,0:316]","marray <struct { float evap, float glacier_melt, float iwe, float pcp, float runoff, float sm1, float sm2, float sm3, float snow_melt, float swe, float tmax, float tmin },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",ardac/hydrology/ingest.json,,sdom disagrees with DescribeCoverage extent
iem_ar5_2km_taspr_seasonal,none,no,ok,decade season model scenario varname X Y,"9,4,3,3,2,1995,982",1,4,dbinfo (measured),aligned,,"[0:0,0:0,0:0,0:0,0:0,0:45799,0:23]","1,1,1,1,1,45800,24",1099200,4396800,4396800,190845.757252049,43436,8289576312,5077961280,1.6325,"ok,ok,ok,ok,ok,PAD,PAD","9,4,3,3,2,1,41",2,648,2849126400,1099200.0,41,180268800,23.0,n/a (default tiling),,,,,,,,,,,iem_ar5_2km_taspr_seasonal,petascopedb pointer,,"[0:8,0:3,0:2,0:2,0:1,0:1994,0:981]",float,-339999995214436424907732413799364296704.000000,match,yes,"[0:8,0:3,0:2,0:2,0:1,0:1994,0:981]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*),D6(*:*)]>",iem/tas_pr_2km/ar5_seasonal_ingest.json,,
iem_cru_2km_taspr_seasonal,none,no,ok,decade season varname X Y,"10,4,2,3218,1186",1,4,dbinfo (measured),aligned,,"[0:0,0:0,0:0,0:58099,0:17]","1,1,1,58100,18",1045800,4183200,4183200,229213.6935717738,8276,1896972528,1221295360,1.5532,"ok,ok,ok,PAD,PAD","10,4,2,1,66",2,80,334656000,1045800.0,66,276091200,18.1,n/a (default tiling),,,,,,,,,,,iem_cru_2km_taspr_seasonal,petascopedb pointer,,"[0:9,0:3,0:1,0:3217,0:1185]",float,-339999995214436424907732413799364296704.000000,match,yes,"[0:9,0:3,0:1,0:3217,0:1185]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",iem/tas_pr_2km/cru_seasonal_ingest.json,,
iem_cru_2km_taspr_seasonal_baseline_stats,none,no,ok,season varname stat X Y,"4,2,8,1995,982",1,4,dbinfo (measured),aligned,,"[0:0,0:0,0:0,0:45799,0:23]","1,1,1,45800,24",1099200,4396800,4396800,187855.4676416819,2735,513784704,501527040,1.0244,"ok,ok,ok,PAD,PAD","4,2,8,1,41",2,64,281395200,1099200.0,41,180268800,23.0,n/a (default tiling),,,,,,,,,,,iem_cru_2km_taspr_seasonal_baseline_stats,petascopedb pointer,,"[0:3,0:1,0:7,0:1994,0:981]",float,-9999.000000,match,yes,"[0:3,0:1,0:7,0:1994,0:981]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",iem/tas_pr_2km/cru_seasonal_baseline_ingest.json,,
jan_min_max_mean_temp,none,no,ok,tempstat model scenario year X Y,"3,200,7,4,1849,999",1,4,dbinfo (measured),aligned,,"[0:0,0:0,0:0,0:0,0:44099,0:23]","1,1,1,1,44100,24",1058400,4233600,4233600,175990.5134342168,246423,43368110292,124128547200,0.3494,"ok,ok,ok,ok,PAD,PAD","3,200,7,4,1,42",2,16800,71124480000,1058400.0,42,177811200,24.1,n/a (default tiling),,,,,,,,,,,jan_min_max_mean_temp,petascopedb pointer,,"[0:2,0:199,0:6,0:3,0:1848,0:998]",float,-9999.000000,match,yes,"[0:2,0:199,0:6,0:3,0:1848,0:998]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",arctic_eds/jan_july_tas_stats/jan_min_mean_max_tas/hook_ingest.json,,sdom disagrees with DescribeCoverage extent
july_min_max_mean_temp,none,no,ok,tempstat model scenario year X Y,"3,200,7,4,1849,999",1,4,dbinfo (measured),aligned,,"[0:0,0:0,0:0,0:0,0:44099,0:23]","1,1,1,1,44100,24",1058400,4233600,4233600,175990.5134342168,246423,43368110292,124128547200,0.3494,"ok,ok,ok,ok,PAD,PAD","3,200,7,4,1,42",2,16800,71124480000,1058400.0,42,177811200,24.1,n/a (default tiling),,,,,,,,,,,july_min_max_mean_temp,petascopedb pointer,,"[0:2,0:199,0:6,0:3,0:1848,0:998]",float,-9999.000000,match,yes,"[0:2,0:199,0:6,0:3,0:1848,0:998]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",arctic_eds/jan_july_tas_stats/july_min_mean_max_tas/hook_ingest.json,,sdom disagrees with DescribeCoverage extent
mean_annual_dtr,none,no,ok,model year X Y,"3,121,198,106",1,4,dbinfo (measured),aligned,,"[0:0,0:0,0:4599,0:223]","1,1,4600,224",1030400,4121600,4121600,83195.67567567568,222,18469440,30474576,0.6061,"ok,ok,PAD,PAD","3,121,1,1",2,363,1496140800,1030400.0,1,4121600,49.1,n/a (default tiling),,,,,,,,,,,mean_annual_dtr,petascopedb pointer,,"[0:2,0:120,0:197,0:105]",float,-9999.000000,match,yes,"[0:2,0:120,0:197,0:105]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*)]>",arctic_eds/annual_mean_dtr/ingest.json,,
mean_annual_snowfall_mm,none,no,ok,model scenario decade X Y,"6,4,19,4762,2557",1,4,dbinfo (measured),aligned,,"[0:0,0:0,0:0,0:70699,0:14]","1,1,1,70700,15",1060500,4242000,4242000,283894.6834715138,50779,14415888132,22209815616,0.6491,"ok,ok,ok,PAD,PAD","6,4,19,1,171",2,456,1934352000,1060500.0,171,725382000,14.9,n/a (default tiling),,,,,,,,,,,mean_annual_snowfall_mm,petascopedb pointer,,"[0:5,0:3,0:18,0:4761,0:2556]",float,-9999.000000,match,yes,"[0:5,0:3,0:18,0:4761,0:2556]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",arctic_eds/annual_mean_snowfall/hook_ingest.json,,
ncar12km_indicators_era_summaries,none,no,ok,indicator era model scenario stat X Y,"11,3,3,3,3,318,224",1,4,dbinfo (measured),aligned,,"[0:0,0:0,0:0,0:0,0:0,0:8191,0:127]","1,1,1,1,1,8192,128",1048576,4194304,4194304,141511.91973244149,598,84624128,253870848,0.3333,"ok,ok,ok,ok,ok,PAD,PAD","11,3,3,3,3,1,2",2,891,3737124864,1048576.0,2,8388608,29.4,n/a (default tiling),,,,,,,,,,,ncar12km_indicators_era_summaries,petascopedb pointer,,"[0:10,0:2,0:2,0:2,0:2,0:317,0:223]",float,-9999.000000,match,yes,"[0:10,0:2,0:2,0:2,0:2,0:317,0:223]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*),D6(*:*)]>",ardac/ncar12km_indicators/ingest.json,,
piak_collab,none,no,ok,model scenario position season Lat Lon,"30,3,5,3,1520,2288",3,24,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*, 0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*,0:*,0:*,0:*]","30,5,3,3,1520,2288",4694976000,4194304,112679424000,4173002.9230142566,27005,112691943936,112679424000,1.0001,"ok,PAD,PAD,ok,ok,ok","1,1,2,1,1,1",2,2,225358848000,6955520.0,1,112679424000,1350.0,no,,,,n/a (wildcards derived),,,,,,,piak_collab,petascopedb pointer,,"[0:29,0:2,0:4,0:2,0:1519,0:2287]","mean double, delta_pct double, delta_abs double",,match,yes,"[0:29,0:2,0:4,0:2,0:1519,0:2287]","marray <struct { double mean, double delta_pct, double delta_abs },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",piak_collab/ingest.json,,sdom disagrees with DescribeCoverage extent
tas_2km_historical,none,no,ok,month year X Y,"12,115,1186,3218",3,12,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*,0:*]","12,115,3218,1186",5266836240,4194304,63202034880,4162958.9282750445,15183,63206205408,63202034880,1.0001,"ok,ok,PAD,PAD","1,1,1,3",2,1,63202034880,3816548.0,3,189606104640,4140.0,no,,,,n/a (wildcards derived),,,,,,,tas_2km_historical,petascopedb pointer,,"[0:11,0:114,0:1185,0:3217]","tas float, tasmax float, tasmin float",,match,yes,"[0:11,0:114,0:1185,0:3217]","marray <struct { float tas, float tasmax, float tasmin },[D0(*:*),D1(*:*),D2(*:*),D3(*:*)]>",iem/tas_2km_historical/ingest.json,,sdom disagrees with DescribeCoverage extent
