coverage_id,tile_no,total_size_bytes,real_data_bytes,gap_bytes,storage_overhead_factor,has_gap,catalogue_disagreement_flag
alfresco_vegetation_mode_statistic,11777,2880404800,2943360000,-62955200,0.978611,False,False
alfresco_vegetation_type_percentage,98846,24426836464,26490240000,-2063403536,0.922107,False,False
alfresco_relative_flammability_30yr,14333,3513460528,4292400000,-778939472,0.818531,False,False
mean_annual_snowfall_mm,50779,14415888132,22209815616,-7793927484,0.649077,False,False
mean_annual_dtr,222,18469440,30474576,-12005136,0.606061,False,False
wet_days_per_year,222,9234720,15237288,-6002568,0.606061,False,False
design_freezing_index,7,209880,377784,-167904,0.555556,False,False
design_thawing_index,7,209880,377784,-167904,0.555556,False,False
cmip6_downscaled_pr_v2_wms,6,3260480,6520960,-3260480,0.5,False,False
cmip6_downscaled_pr_wms,6,3260480,6520960,-3260480,0.5,False,False
cmip6_downscaled_tasmax_v2_wms,6,3260480,6520960,-3260480,0.5,False,False
cmip6_downscaled_tasmax_wms,6,3260480,6520960,-3260480,0.5,False,False
cmip6_downscaled_tasmin_v2_wms,6,3260480,6520960,-3260480,0.5,False,False
cmip6_downscaled_tasmin_wms,6,3260480,6520960,-3260480,0.5,False,False
beetle_risk,52,2233100,5359440,-3126340,0.416667,False,False
jan_min_max_mean_temp,246423,43368110292,124128547200,-80760436908,0.349381,False,True
july_min_max_mean_temp,246423,43368110292,124128547200,-80760436908,0.349381,False,True
annual_mean_temp,78520,13808147196,41376182400,-27568035204,0.333722,False,True
ncar12km_indicators_era_summaries,598,84624128,253870848,-169246720,0.333335,False,False
annual_precip_totals_mm,83997,15137572000,45438848000,-30301276000,0.333142,False,True
