coverage_id,collection_checked,pointer_source,verdict,detail,coverage_extents,collection_extents,cell_type,shadow_collection,shadow_kind,shadow_extents,shadow_bytes,shadow_tiles,follow_up
air_freezing_index_Fdays,air_freezing_index_Fdays_2024_12_02_09_49_46_1264,petascopedb,matched,,"10,3,150,224,317","10,3,150,224,317",long,air_freezing_index_Fdays,SHADOW duplicate (same shape as the live array),"10,3,150,224,317",1278144000,333,
air_thawing_index_Fdays,air_thawing_index_Fdays,petascopedb,matched,,"10,3,150,224,317","10,3,150,224,317",long,,,,,,
ak_hydro_segments_doy_climatology,ak_hydro_segments_doy_climatology_2026_07_08_16_07_13_5583,petascopedb,matched,,"7,34346,366,2","7,34346,366,2","doy_min float, doy_mean float, doy_max float",ak_hydro_segments_doy_climatology,SHADOW duplicate (same shape as the live array),"7,34346,366,2",2111866848,34346,
ak_hydro_segments_doy_climatology_no_spinup,ak_hydro_segments_doy_climatology_no_spinup,petascopedb,matched,,"7,34346,366,2","7,34346,366,2","doy_min float, doy_mean float, doy_max float",,,,,,
ak_hydro_segments_doy_wt_climatology,ak_hydro_segments_doy_wt_climatology,petascopedb,matched,,"7,34208,366,2","7,34208,366,2","doy_min float, doy_mean float, doy_max float",,,,,,
ak_hydro_segments_mhit_stats_combined,ak_hydro_segments_mhit_stats_combined,petascopedb,matched,,"7,3,7,34346","7,3,7,34346","ma3 float, ma4 float, ma12 float, ma13 float, ma14 float, ma15 float, ma16 float, ma17 float, ma18 float, ma19 float, ma20 float, ma21 float, ma22 float, ma23 float, ma99 float, mh14 float, mh20 float, ml17 float, spr_mag float, sum_cv float, sum_mag float, dh1 float, dh2 float, dh3 float, dh4 float, dh5 float, dh15 float, dl1 float, dl2 float, dl3 float, dl4 float, dl5 float, dl16 float, lf1 float, spr_dur3 float, spr_dur7 float, sum_dur3 float, sum_dur7 float, fh1 float, fh5 float, fh6 float, fh7 float, fl1 float, fl3 float, spr_freq float, sum_freq float, ra1 float, ra3 float, ra8 float, th1 float, tl1 float, spr_ord float, sum_ord float",,,,,,
ak_hydro_segments_mhit_stats_combined_blaskey,ak_hydro_segments_mhit_stats_combined_blaskey,petascopedb,matched,,"7,3,7,34346","7,3,7,34346","ma3 float, ma4 float, ma12 float, ma13 float, ma14 float, ma15 float, ma16 float, ma17 float, ma18 float, ma19 float, ma20 float, ma21 float, ma22 float, ma23 float, ma99 float, mh14 float, mh20 float, ml17 float, spr_mag float, sum_cv float, sum_mag float, dh1 float, dh2 float, dh3 float, dh4 float, dh5 float, dh15 float, dl1 float, dl2 float, dl3 float, dl4 float, dl5 float, dl16 float, lf1 float, spr_dur3 float, spr_dur7 float, sum_dur3 float, sum_dur7 float, fh1 float, fh5 float, fh6 float, fh7 float, fl1 float, fl3 float, spr_freq float, sum_freq float, ra1 float, ra3 float, ra8 float, th1 float, tl1 float, spr_ord float, sum_ord float",,,,,,
ak_hydro_segments_stats,ak_hydro_segments_stats,petascopedb,matched,,"7,34346,2","7,34346,2","ma12 float, ma13 float, ma14 float, ma15 float, ma16 float, ma17 float, ma18 float, ma19 float, ma20 float, ma21 float, ma22 float, ma23 float",,,,,,
ak_hydro_segments_stats_combined,ak_hydro_segments_stats_combined,petascopedb,matched,,"7,3,7,34346","7,3,7,34346","ma12 float, ma13 float, ma14 float, ma15 float, ma16 float, ma17 float, ma18 float, ma19 float, ma20 float, ma21 float, ma22 float, ma23 float, ma99 float",,,,,,
ak_hydro_segments_wt_stats,ak_hydro_segments_wt_stats,petascopedb,matched,,"7,3,7,34208","7,3,7,34208","wt_days_gt13_mean float, wt_days_gt18_mean float, wt_days_gt20_mean float, wt_mean_jan float, wt_mean_feb float, wt_mean_mar float, wt_mean_apr float, wt_mean_may float, wt_mean_jun float, wt_mean_jul float, wt_mean_aug float, wt_mean_sep float, wt_mean_oct float, wt_mean_nov float, wt_mean_dec float, wt_min_jan float, wt_min_feb float, wt_min_mar float, wt_min_apr float, wt_min_may float, wt_min_jun float, wt_min_jul float, wt_min_aug float, wt_min_sep float, wt_min_oct float, wt_min_nov float, wt_min_dec float, wt_max_jan float, wt_max_feb float, wt_max_mar float, wt_max_apr float, wt_max_may float, wt_max_jun float, wt_max_jul float, wt_max_aug float, wt_max_sep float, wt_max_oct float, wt_max_nov float, wt_max_dec float, wt_ann_max_temp_mean float, wt_ann_max_temp_doy_mean float, wt_7d_max_temp_mean float, wt_7d_max_temp_doy_mean float, wt_cdd_may_sept_mean float",,,,,,
ak_hydro_segments_wt_stats_blaskey,ak_hydro_segments_wt_stats_blaskey,petascopedb,matched,,"7,3,7,34208","7,3,7,34208","wt_days_gt13_mean float, wt_days_gt18_mean float, wt_days_gt20_mean float, wt_mean_jan float, wt_mean_feb float, wt_mean_mar float, wt_mean_apr float, wt_mean_may float, wt_mean_jun float, wt_mean_jul float, wt_mean_aug float, wt_mean_sep float, wt_mean_oct float, wt_mean_nov float, wt_mean_dec float, wt_min_jan float, wt_min_feb float, wt_min_mar float, wt_min_apr float, wt_min_may float, wt_min_jun float, wt_min_jul float, wt_min_aug float, wt_min_sep float, wt_min_oct float, wt_min_nov float, wt_min_dec float, wt_max_jan float, wt_max_feb float, wt_max_mar float, wt_max_apr float, wt_max_may float, wt_max_jun float, wt_max_jul float, wt_max_aug float, wt_max_sep float, wt_max_oct float, wt_max_nov float, wt_max_dec float, wt_ann_max_temp_mean float, wt_ann_max_temp_doy_mean float, wt_7d_max_temp_mean float, wt_7d_max_temp_doy_mean float, wt_cdd_may_sept_mean float",,,,,,
alfresco_relative_flammability_30yr,alfresco_relative_flammability_30yr,petascopedb,matched,,"5,7,4,3650,2100","5,7,4,3650,2100",float,,,,,,
alfresco_vegetation_mode_statistic,alfresco_vegetation_mode_statistic,petascopedb,matched,,"4,6,4,3650,2100","4,6,4,3650,2100",float,,,,,,
alfresco_vegetation_type_percentage,alfresco_vegetation_type_percentage,petascopedb,matched,,"4,6,4,9,3650,2100","4,6,4,9,3650,2100",float,,,,,,
annual_mean_temp,annual_mean_temp,petascopedb,matched,,"7,200,4,1849,999","7,200,4,1849,999",float,,,,,,
annual_precip_totals_mm,annual_precip_totals_mm,petascopedb,matched,,"7,200,4,1880,1079","7,200,4,1880,1079",float,,,,,,
ardac_beaufort_daily_slie,ardac_beaufort_daily_slie,petascopedb,matched,,"7797,3300,9556","7797,3300,9556",short,,,,,,
ardac_beaufort_daily_slie_wcs,ardac_beaufort_daily_slie_wcs,petascopedb,matched,,"7797,3300,9556","7797,3300,9556",short,,,,,,
ardac_beaufort_landfast_sea_ice_mmm,ardac_beaufort_landfast_sea_ice_mmm,petascopedb,matched,,"10,3,9556,3300","10,3,9556,3300",char,,,,,,
ardac_chukchi_daily_slie,ardac_chukchi_daily_slie,petascopedb,matched,,"7668,6272,6235","7668,6272,6235",short,,,,,,
ardac_chukchi_daily_slie_wcs,ardac_chukchi_daily_slie_wcs,petascopedb,matched,,"7668,6272,6235","7668,6272,6235",short,,,,,,
ardac_chukchi_landfast_sea_ice_mmm,ardac_chukchi_landfast_sea_ice_mmm,petascopedb,matched,,"10,3,6235,6272","10,3,6235,6272",char,,,,,,
beetle_risk,beetle_risk,petascopedb,matched,,"4,5,3,2,274,163","4,5,3,2,274,163",char,,,,,,
berkeley_earth_25,berkeley_earth_25,petascopedb,matched,,"2096,308,464","2096,308,464",float,,,,,,
cmip6_bui,cmip6_bui_2026_05_01_10_44_58_2744,petascopedb,matched,,"5,25680,178,569","5,25680,178,569",float,cmip6_bui,SHADOW duplicate (same shape as the live array),"5,25680,178,569",53010998800,13088,
cmip6_dc,cmip6_dc,petascopedb,matched,,"5,25680,178,569","5,25680,178,569",float,,,,,,
cmip6_dmc,cmip6_dmc,petascopedb,matched,,"5,25680,178,569","5,25680,178,569",float,,,,,,
cmip6_downscaled_pr_7ModelAvg_historical_v2_wcs,cmip6_downscaled_pr_7ModelAvg_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_7ModelAvg_ssp126_v2_wcs,cmip6_downscaled_pr_7ModelAvg_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_7ModelAvg_ssp245_v2_wcs,cmip6_downscaled_pr_7ModelAvg_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_7ModelAvg_ssp370_v2_wcs,cmip6_downscaled_pr_7ModelAvg_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_7ModelAvg_ssp585_v2_wcs,cmip6_downscaled_pr_7ModelAvg_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_CESM2_historical_v2_wcs,cmip6_downscaled_pr_CESM2_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_CESM2_ssp126_v2_wcs,cmip6_downscaled_pr_CESM2_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_CESM2_ssp245_v2_wcs,cmip6_downscaled_pr_CESM2_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_CESM2_ssp370_v2_wcs,cmip6_downscaled_pr_CESM2_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_CESM2_ssp585_v2_wcs,cmip6_downscaled_pr_CESM2_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_CNRM_CM6_1_HR_historical_v2_wcs,cmip6_downscaled_pr_CNRM_CM6_1_HR_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_CNRM_CM6_1_HR_ssp126_v2_wcs,cmip6_downscaled_pr_CNRM_CM6_1_HR_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_CNRM_CM6_1_HR_ssp585_v2_wcs,cmip6_downscaled_pr_CNRM_CM6_1_HR_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_E3SM_2_0_historical_v2_wcs,cmip6_downscaled_pr_E3SM_2_0_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_E3SM_2_0_ssp370_v2_wcs,cmip6_downscaled_pr_E3SM_2_0_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_EC_Earth3_Veg_historical_v2_wcs,cmip6_downscaled_pr_EC_Earth3_Veg_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_EC_Earth3_Veg_ssp126_v2_wcs,cmip6_downscaled_pr_EC_Earth3_Veg_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_EC_Earth3_Veg_ssp370_v2_wcs,cmip6_downscaled_pr_EC_Earth3_Veg_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_EC_Earth3_Veg_ssp585_v2_wcs,cmip6_downscaled_pr_EC_Earth3_Veg_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_GFDL_ESM4_historical_v2_wcs,cmip6_downscaled_pr_GFDL_ESM4_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_GFDL_ESM4_ssp126_v2_wcs,cmip6_downscaled_pr_GFDL_ESM4_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_GFDL_ESM4_ssp245_v2_wcs,cmip6_downscaled_pr_GFDL_ESM4_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_GFDL_ESM4_ssp370_v2_wcs,cmip6_downscaled_pr_GFDL_ESM4_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_GFDL_ESM4_ssp585_v2_wcs,cmip6_downscaled_pr_GFDL_ESM4_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_HadGEM3_GC31_LL_historical_v2_wcs,cmip6_downscaled_pr_HadGEM3_GC31_LL_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_HadGEM3_GC31_LL_ssp126_v2_wcs,cmip6_downscaled_pr_HadGEM3_GC31_LL_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_HadGEM3_GC31_LL_ssp245_v2_wcs,cmip6_downscaled_pr_HadGEM3_GC31_LL_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_HadGEM3_GC31_LL_ssp585_v2_wcs,cmip6_downscaled_pr_HadGEM3_GC31_LL_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_HadGEM3_GC31_MM_historical_v2_wcs,cmip6_downscaled_pr_HadGEM3_GC31_MM_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_HadGEM3_GC31_MM_ssp126_v2_wcs,cmip6_downscaled_pr_HadGEM3_GC31_MM_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_HadGEM3_GC31_MM_ssp585_v2_wcs,cmip6_downscaled_pr_HadGEM3_GC31_MM_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_KACE_1_0_G_historical_v2_wcs,cmip6_downscaled_pr_KACE_1_0_G_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_KACE_1_0_G_ssp126_v2_wcs,cmip6_downscaled_pr_KACE_1_0_G_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_KACE_1_0_G_ssp245_v2_wcs,cmip6_downscaled_pr_KACE_1_0_G_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_KACE_1_0_G_ssp370_v2_wcs,cmip6_downscaled_pr_KACE_1_0_G_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_KACE_1_0_G_ssp585_v2_wcs,cmip6_downscaled_pr_KACE_1_0_G_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_MIROC6_historical_v2_wcs,cmip6_downscaled_pr_MIROC6_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_MIROC6_ssp126_v2_wcs,cmip6_downscaled_pr_MIROC6_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_MIROC6_ssp245_v2_wcs,cmip6_downscaled_pr_MIROC6_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_MIROC6_ssp370_v2_wcs,cmip6_downscaled_pr_MIROC6_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_MIROC6_ssp585_v2_wcs,cmip6_downscaled_pr_MIROC6_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_MPI_ESM1_2_HR_historical_v2_wcs,cmip6_downscaled_pr_MPI_ESM1_2_HR_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_MPI_ESM1_2_HR_ssp126_v2_wcs,cmip6_downscaled_pr_MPI_ESM1_2_HR_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_MPI_ESM1_2_HR_ssp245_v2_wcs,cmip6_downscaled_pr_MPI_ESM1_2_HR_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_MPI_ESM1_2_HR_ssp370_v2_wcs,cmip6_downscaled_pr_MPI_ESM1_2_HR_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_MPI_ESM1_2_HR_ssp585_v2_wcs,cmip6_downscaled_pr_MPI_ESM1_2_HR_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_MRI_ESM2_0_historical_v2_wcs,cmip6_downscaled_pr_MRI_ESM2_0_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_MRI_ESM2_0_ssp126_v2_wcs,cmip6_downscaled_pr_MRI_ESM2_0_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_MRI_ESM2_0_ssp245_v2_wcs,cmip6_downscaled_pr_MRI_ESM2_0_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_MRI_ESM2_0_ssp370_v2_wcs,cmip6_downscaled_pr_MRI_ESM2_0_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_MRI_ESM2_0_ssp585_v2_wcs,cmip6_downscaled_pr_MRI_ESM2_0_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_NorESM2_MM_historical_v2_wcs,cmip6_downscaled_pr_NorESM2_MM_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_NorESM2_MM_ssp126_v2_wcs,cmip6_downscaled_pr_NorESM2_MM_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_NorESM2_MM_ssp245_v2_wcs,cmip6_downscaled_pr_NorESM2_MM_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_NorESM2_MM_ssp370_v2_wcs,cmip6_downscaled_pr_NorESM2_MM_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_NorESM2_MM_ssp585_v2_wcs,cmip6_downscaled_pr_NorESM2_MM_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_TaiESM1_historical_v2_wcs,cmip6_downscaled_pr_TaiESM1_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_pr_TaiESM1_ssp126_v2_wcs,cmip6_downscaled_pr_TaiESM1_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_TaiESM1_ssp245_v2_wcs,cmip6_downscaled_pr_TaiESM1_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_TaiESM1_ssp370_v2_wcs,cmip6_downscaled_pr_TaiESM1_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_TaiESM1_ssp585_v2_wcs,cmip6_downscaled_pr_TaiESM1_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_pr_v2_wms,cmip6_downscaled_pr_wms_v2_2026_03_19_12_29_34_4856,petascopedb,matched,,"2,2,2,443,460","2,2,2,443,460",float,,,,,,
cmip6_downscaled_pr_wms,cmip6_downscaled_pr_wms_2025_11_03_14_15_09_5165,petascopedb,matched,,"2,2,2,443,460","2,2,2,443,460",float,cmip6_downscaled_pr_wms,SHADOW stale (different shape from the live array),"2,2,443,460",1630240,4,
cmip6_downscaled_tasmax_7ModelAvg_historical_v2_wcs,cmip6_downscaled_tasmax_7ModelAvg_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_tasmax_7ModelAvg_ssp126_v2_wcs,cmip6_downscaled_tasmax_7ModelAvg_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_7ModelAvg_ssp245_v2_wcs,cmip6_downscaled_tasmax_7ModelAvg_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_7ModelAvg_ssp370_v2_wcs,cmip6_downscaled_tasmax_7ModelAvg_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_7ModelAvg_ssp585_v2_wcs,cmip6_downscaled_tasmax_7ModelAvg_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_CNRM_CM6_1_HR_historical_v2_wcs,cmip6_downscaled_tasmax_CNRM_CM6_1_HR_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_tasmax_CNRM_CM6_1_HR_ssp126_v2_wcs,cmip6_downscaled_tasmax_CNRM_CM6_1_HR_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_CNRM_CM6_1_HR_ssp585_v2_wcs,cmip6_downscaled_tasmax_CNRM_CM6_1_HR_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_E3SM_2_0_historical_v2_wcs,cmip6_downscaled_tasmax_E3SM_2_0_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_tasmax_E3SM_2_0_ssp370_v2_wcs,cmip6_downscaled_tasmax_E3SM_2_0_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_EC_Earth3_Veg_historical_v2_wcs,cmip6_downscaled_tasmax_EC_Earth3_Veg_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_tasmax_EC_Earth3_Veg_ssp370_v2_wcs,cmip6_downscaled_tasmax_EC_Earth3_Veg_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_EC_Earth3_Veg_ssp585_v2_wcs,cmip6_downscaled_tasmax_EC_Earth3_Veg_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_GFDL_ESM4_historical_v2_wcs,cmip6_downscaled_tasmax_GFDL_ESM4_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_tasmax_GFDL_ESM4_ssp126_v2_wcs,cmip6_downscaled_tasmax_GFDL_ESM4_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_GFDL_ESM4_ssp245_v2_wcs,cmip6_downscaled_tasmax_GFDL_ESM4_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_GFDL_ESM4_ssp370_v2_wcs,cmip6_downscaled_tasmax_GFDL_ESM4_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_GFDL_ESM4_ssp585_v2_wcs,cmip6_downscaled_tasmax_GFDL_ESM4_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_HadGEM3_GC31_LL_historical_v2_wcs,cmip6_downscaled_tasmax_HadGEM3_GC31_LL_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_tasmax_HadGEM3_GC31_LL_ssp126_v2_wcs,cmip6_downscaled_tasmax_HadGEM3_GC31_LL_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_HadGEM3_GC31_LL_ssp245_v2_wcs,cmip6_downscaled_tasmax_HadGEM3_GC31_LL_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_HadGEM3_GC31_LL_ssp585_v2_wcs,cmip6_downscaled_tasmax_HadGEM3_GC31_LL_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_HadGEM3_GC31_MM_historical_v2_wcs,cmip6_downscaled_tasmax_HadGEM3_GC31_MM_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_tasmax_HadGEM3_GC31_MM_ssp126_v2_wcs,cmip6_downscaled_tasmax_HadGEM3_GC31_MM_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_HadGEM3_GC31_MM_ssp585_v2_wcs,cmip6_downscaled_tasmax_HadGEM3_GC31_MM_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_KACE_1_0_G_historical_v2_wcs,cmip6_downscaled_tasmax_KACE_1_0_G_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_tasmax_KACE_1_0_G_ssp126_v2_wcs,cmip6_downscaled_tasmax_KACE_1_0_G_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_KACE_1_0_G_ssp245_v2_wcs,cmip6_downscaled_tasmax_KACE_1_0_G_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_KACE_1_0_G_ssp370_v2_wcs,cmip6_downscaled_tasmax_KACE_1_0_G_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_KACE_1_0_G_ssp585_v2_wcs,cmip6_downscaled_tasmax_KACE_1_0_G_ssp585_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_MIROC6_historical_v2_wcs,cmip6_downscaled_tasmax_MIROC6_historical_wcs_v2,petascopedb,matched,,"18250,443,460","18250,443,460",float,,,,,,
cmip6_downscaled_tasmax_MIROC6_ssp126_v2_wcs,cmip6_downscaled_tasmax_MIROC6_ssp126_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_MIROC6_ssp245_v2_wcs,cmip6_downscaled_tasmax_MIROC6_ssp245_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
cmip6_downscaled_tasmax_MIROC6_ssp370_v2_wcs,cmip6_downscaled_tasmax_MIROC6_ssp370_wcs_v2,petascopedb,matched,,"31390,443,460","31390,443,460",float,,,,,,
